date,yahoo_GSPC_Close_W
2005-08-14,1230.3900146484375
2005-08-21,1219.7099609375
2005-08-28,1205.0999755859375
2005-09-04,1218.02001953125
2005-09-11,1241.47998046875
2005-09-18,1237.9100341796875
2005-09-25,1215.2900390625
2005-10-02,1228.81005859375
2005-10-09,1195.9000244140625
2005-10-16,1186.5699462890625
2005-10-23,1179.5899658203125
2005-10-30,1198.4100341796875
2005-11-06,1220.1400146484375
2005-11-13,1234.719970703125
2005-11-20,1248.27001953125
2005-11-27,1268.25
2005-12-04,1265.0799560546875
2005-12-11,1259.3699951171875
2005-12-18,1267.3199462890625
2005-12-25,1268.6600341796875
2006-01-01,1248.2900390625
2006-01-08,1285.449951171875
2006-01-15,1287.6099853515625
2006-01-22,1261.489990234375
2006-01-29,1283.719970703125
2006-02-05,1264.030029296875
2006-02-12,1266.989990234375
2006-02-19,1287.239990234375
2006-02-26,1289.4300537109375
2006-03-05,1287.22998046875
2006-03-12,1281.4200439453125
2006-03-19,1307.25
2006-03-26,1302.949951171875
2006-04-02,1294.8699951171875
2006-04-09,1295.5
2006-04-16,1289.1199951171875
2006-04-23,1311.280029296875
2006-04-30,1310.6099853515625
2006-05-07,1325.760009765625
2006-05-14,1291.239990234375
2006-05-21,1267.030029296875
2006-05-28,1280.1600341796875
2006-06-04,1288.219970703125
2006-06-11,1252.300048828125
2006-06-18,1251.5400390625
2006-06-25,1244.5
2006-07-02,1270.199951171875
2006-07-09,1265.47998046875
2006-07-16,1236.199951171875
2006-07-23,1240.2900390625
2006-07-30,1278.550048828125
2006-08-06,1279.3599853515625
2006-08-13,1266.739990234375
2006-08-20,1302.300048828125
2006-08-27,1295.0899658203125
2006-09-03,1311.010009765625
2006-09-10,1298.9200439453125
2006-09-17,1319.6600341796875
2006-09-24,1314.780029296875
2006-10-01,1335.8499755859375
2006-10-08,1349.5899658203125
2006-10-15,1365.6199951171875
2006-10-22,1368.5999755859375
2006-10-29,1377.3399658203125
2006-11-05,1364.300048828125
2006-11-12,1380.9000244140625
2006-11-19,1401.199951171875
2006-11-26,1400.949951171875
2006-12-03,1396.7099609375
2006-12-10,1409.8399658203125
2006-12-17,1427.0899658203125
2006-12-24,1410.760009765625
2006-12-31,1418.300048828125
2007-01-07,1409.7099609375
2007-01-14,1430.72998046875
2007-01-21,1430.5
2007-01-28,1422.1800537109375
2007-02-04,1448.3900146484375
2007-02-11,1438.06005859375
2007-02-18,1455.5400390625
2007-02-25,1451.18994140625
2007-03-04,1387.1700439453125
2007-03-11,1402.8399658203125
2007-03-18,1386.949951171875
2007-03-25,1436.1099853515625
2007-04-01,1420.8599853515625
2007-04-08,1443.760009765625
2007-04-15,1452.8499755859375
2007-04-22,1484.3499755859375
2007-04-29,1494.0699462890625
2007-05-06,1505.6199951171875
2007-05-13,1505.8499755859375
2007-05-20,1522.75
2007-05-27,1515.72998046875
2007-06-03,1536.3399658203125
2007-06-10,1507.6700439453125
2007-06-17,1532.9100341796875
2007-06-24,1502.56005859375
2007-07-01,1503.3499755859375
2007-07-08,1530.43994140625
2007-07-15,1552.5
2007-07-22,1534.0999755859375
2007-07-29,1458.949951171875
2007-08-05,1433.06005859375
2007-08-12,1453.6400146484375
2007-08-19,1445.93994140625
2007-08-26,1479.3699951171875
2007-09-02,1473.989990234375
2007-09-09,1453.550048828125
2007-09-16,1484.25
2007-09-23,1525.75
2007-09-30,1526.75
2007-10-07,1557.5899658203125
2007-10-14,1561.800048828125
2007-10-21,1500.6300048828125
2007-10-28,1535.280029296875
2007-11-04,1509.6500244140625
2007-11-11,1453.699951171875
2007-11-18,1458.739990234375
2007-11-25,1440.699951171875
2007-12-02,1481.1400146484375
2007-12-09,1504.6600341796875
2007-12-16,1467.949951171875
2007-12-23,1484.4599609375
2007-12-30,1478.489990234375
2008-01-06,1411.6300048828125
2008-01-13,1401.02001953125
2008-01-20,1325.18994140625
2008-01-27,1330.6099853515625
2008-02-03,1395.4200439453125
2008-02-10,1331.2900390625
2008-02-17,1349.989990234375
2008-02-24,1353.1099853515625
2008-03-02,1330.6300048828125
2008-03-09,1293.3699951171875
2008-03-16,1288.1400146484375
2008-03-23,1329.510009765625
2008-03-30,1315.219970703125
2008-04-06,1370.4000244140625
2008-04-13,1332.8299560546875
2008-04-20,1390.3299560546875
2008-04-27,1397.8399658203125
2008-05-04,1413.9000244140625
2008-05-11,1388.280029296875
2008-05-18,1425.3499755859375
2008-05-25,1375.9300537109375
2008-06-01,1400.3800048828125
2008-06-08,1360.6800537109375
2008-06-15,1360.030029296875
2008-06-22,1317.9300537109375
2008-06-29,1278.3800048828125
2008-07-06,1262.9000244140625
2008-07-13,1239.489990234375
2008-07-20,1260.6800537109375
2008-07-27,1257.760009765625
2008-08-03,1260.31005859375
2008-08-10,1296.3199462890625
2008-08-17,1298.199951171875
2008-08-24,1292.199951171875
2008-08-31,1282.8299560546875
2008-09-07,1242.31005859375
2008-09-14,1251.699951171875
2008-09-21,1255.0799560546875
2008-09-28,1213.27001953125
2008-10-05,1099.22998046875
2008-10-12,899.219970703125
2008-10-19,940.5499877929688
2008-10-26,876.77001953125
2008-11-02,968.75
2008-11-09,930.989990234375
2008-11-16,873.2899780273438
2008-11-23,800.030029296875
2008-11-30,896.239990234375
2008-12-07,876.0700073242188
2008-12-14,879.72998046875
2008-12-21,887.8800048828125
2008-12-28,872.7999877929688
2009-01-04,931.7999877929688
2009-01-11,890.3499755859375
2009-01-18,850.1199951171875
2009-01-25,831.9500122070312
2009-02-01,825.8800048828125
2009-02-08,868.5999755859375
2009-02-15,826.8400268554688
2009-02-22,770.0499877929688
2009-03-01,735.0900268554688
2009-03-08,683.3800048828125
2009-03-15,756.5499877929688
2009-03-22,768.5399780273438
2009-03-29,815.9400024414062
2009-04-05,842.5
2009-04-12,856.5599975585938
2009-04-19,869.5999755859375
2009-04-26,866.22998046875
2009-05-03,877.52001953125
2009-05-10,929.22998046875
2009-05-17,882.8800048828125
2009-05-24,887.0
2009-05-31,919.1400146484375
2009-06-07,940.0900268554688
2009-06-14,946.2100219726562
2009-06-21,921.22998046875
2009-06-28,918.9000244140625
2009-07-05,896.4199829101562
2009-07-12,879.1300048828125
2009-07-19,940.3800048828125
2009-07-26,979.260009765625
2009-08-02,987.47998046875
2009-08-09,1010.47998046875
2009-08-16,1004.0900268554688
2009-08-23,1026.1300048828125
2009-08-30,1028.9300537109375
2009-09-06,1016.4000244140625
2009-09-13,1042.72998046875
2009-09-20,1068.300048828125
2009-09-27,1044.3800048828125
2009-10-04,1025.2099609375
2009-10-11,1071.489990234375
2009-10-18,1087.6800537109375
2009-10-25,1079.5999755859375
2009-11-01,1036.18994140625
2009-11-08,1069.300048828125
2009-11-15,1093.47998046875
2009-11-22,1091.3800048828125
2009-11-29,1091.489990234375
2009-12-06,1105.97998046875
2009-12-13,1106.4100341796875
2009-12-20,1102.469970703125
2009-12-27,1126.47998046875
2010-01-03,1115.0999755859375
2010-01-10,1144.97998046875
2010-01-17,1136.030029296875
2010-01-24,1091.760009765625
2010-01-31,1073.8699951171875
2010-02-07,1066.18994140625
2010-02-14,1075.510009765625
2010-02-21,1109.1700439453125
2010-02-28,1104.489990234375
2010-03-07,1138.699951171875
2010-03-14,1149.989990234375
2010-03-21,1159.9000244140625
2010-03-28,1166.5899658203125
2010-04-04,1178.0999755859375
2010-04-11,1194.3699951171875
2010-04-18,1192.1300048828125
2010-04-25,1217.280029296875
2010-05-02,1186.68994140625
2010-05-09,1110.8800048828125
2010-05-16,1135.6800537109375
2010-05-23,1087.68994140625
2010-05-30,1089.4100341796875
2010-06-06,1064.8800048828125
2010-06-13,1091.5999755859375
2010-06-20,1117.510009765625
2010-06-27,1076.760009765625
2010-07-04,1022.5800170898438
2010-07-11,1077.9599609375
2010-07-18,1064.8800048828125
2010-07-25,1102.6600341796875
2010-08-01,1101.5999755859375
2010-08-08,1121.6400146484375
2010-08-15,1079.25
2010-08-22,1071.68994140625
2010-08-29,1064.5899658203125
2010-09-05,1104.510009765625
2010-09-12,1109.550048828125
2010-09-19,1125.5899658203125
2010-09-26,1148.6700439453125
2010-10-03,1146.239990234375
2010-10-10,1165.1500244140625
2010-10-17,1176.18994140625
2010-10-24,1183.0799560546875
2010-10-31,1183.260009765625
2010-11-07,1225.8499755859375
2010-11-14,1199.2099609375
2010-11-21,1199.72998046875
2010-11-28,1189.4000244140625
2010-12-05,1224.7099609375
2010-12-12,1240.4000244140625
2010-12-19,1243.9100341796875
2010-12-26,1256.77001953125
2011-01-02,1257.6400146484375
2011-01-09,1271.5
2011-01-16,1293.239990234375
2011-01-23,1283.3499755859375
2011-01-30,1276.3399658203125
2011-02-06,1310.8699951171875
2011-02-13,1329.1500244140625
2011-02-20,1343.010009765625
2011-02-27,1319.8800048828125
2011-03-06,1321.1500244140625
2011-03-13,1304.280029296875
2011-03-20,1279.2099609375
2011-03-27,1313.800048828125
2011-04-03,1332.4100341796875
2011-04-10,1328.1700439453125
2011-04-17,1319.6800537109375
2011-04-24,1337.3800048828125
2011-05-01,1363.6099853515625
2011-05-08,1340.199951171875
2011-05-15,1337.77001953125
2011-05-22,1333.27001953125
2011-05-29,1331.0999755859375
2011-06-05,1300.1600341796875
2011-06-12,1270.97998046875
2011-06-19,1271.5
2011-06-26,1268.449951171875
2011-07-03,1339.6700439453125
2011-07-10,1343.800048828125
2011-07-17,1316.1400146484375
2011-07-24,1345.02001953125
2011-07-31,1292.280029296875
2011-08-07,1199.3800048828125
2011-08-14,1178.81005859375
2011-08-21,1123.530029296875
2011-08-28,1176.800048828125
2011-09-04,1173.969970703125
2011-09-11,1154.22998046875
2011-09-18,1216.010009765625
2011-09-25,1136.4300537109375
2011-10-02,1131.4200439453125
2011-10-09,1155.4599609375
2011-10-16,1224.5799560546875
2011-10-23,1238.25
2011-10-30,1285.0899658203125
2011-11-06,1253.22998046875
2011-11-13,1263.8499755859375
2011-11-20,1215.6500244140625
2011-11-27,1158.6700439453125
2011-12-04,1244.280029296875
2011-12-11,1255.18994140625
2011-12-18,1219.6600341796875
2011-12-25,1265.3299560546875
2012-01-01,1257.5999755859375
2012-01-08,1277.81005859375
2012-01-15,1289.0899658203125
2012-01-22,1315.3800048828125
2012-01-29,1316.3299560546875
2012-02-05,1344.9000244140625
2012-02-12,1342.6400146484375
2012-02-19,1361.22998046875
2012-02-26,1365.739990234375
2012-03-04,1369.6300048828125
2012-03-11,1370.8699951171875
2012-03-18,1404.1700439453125
2012-03-25,1397.1099853515625
2012-04-01,1408.469970703125
2012-04-08,1398.0799560546875
2012-04-15,1370.260009765625
2012-04-22,1378.530029296875
2012-04-29,1403.3599853515625
2012-05-06,1369.0999755859375
2012-05-13,1353.3900146484375
2012-05-20,1295.219970703125
2012-05-27,1317.8199462890625
2012-06-03,1278.0400390625
2012-06-10,1325.6600341796875
2012-06-17,1342.8399658203125
2012-06-24,1335.02001953125
2012-07-01,1362.1600341796875
2012-07-08,1354.6800537109375
2012-07-15,1356.780029296875
2012-07-22,1362.6600341796875
2012-07-29,1385.969970703125
2012-08-05,1390.989990234375
2012-08-12,1405.8699951171875
2012-08-19,1418.1600341796875
2012-08-26,1411.1300048828125
2012-09-02,1406.5799560546875
2012-09-09,1437.9200439453125
2012-09-16,1465.77001953125
2012-09-23,1460.1500244140625
2012-09-30,1440.6700439453125
2012-10-07,1460.9300537109375
2012-10-14,1428.5899658203125
2012-10-21,1433.18994140625
2012-10-28,1411.93994140625
2012-11-04,1414.199951171875
2012-11-11,1379.8499755859375
2012-11-18,1359.8800048828125
2012-11-25,1409.1500244140625
2012-12-02,1416.1800537109375
2012-12-09,1418.0699462890625
2012-12-16,1413.5799560546875
2012-12-23,1430.1500244140625
2012-12-30,1402.4300537109375
2013-01-06,1466.469970703125
2013-01-13,1472.050048828125
2013-01-20,1485.97998046875
2013-01-27,1502.9599609375
2013-02-03,1513.1700439453125
2013-02-10,1517.9300537109375
2013-02-17,1519.7900390625
2013-02-24,1515.5999755859375
2013-03-03,1518.199951171875
2013-03-10,1551.1800537109375
2013-03-17,1560.699951171875
2013-03-24,1556.8900146484375
2013-03-31,1569.18994140625
2013-04-07,1553.280029296875
2013-04-14,1588.8499755859375
2013-04-21,1555.25
2013-04-28,1582.239990234375
2013-05-05,1614.4200439453125
2013-05-12,1633.699951171875
2013-05-19,1667.469970703125
2013-05-26,1649.5999755859375
2013-06-02,1630.739990234375
2013-06-09,1643.3800048828125
2013-06-16,1626.72998046875
2013-06-23,1592.4300537109375
2013-06-30,1606.280029296875
2013-07-07,1631.8900146484375
2013-07-14,1680.18994140625
2013-07-21,1692.0899658203125
2013-07-28,1691.6500244140625
2013-08-04,1709.6700439453125
2013-08-11,1691.4200439453125
2013-08-18,1655.8299560546875
2013-08-25,1663.5
2013-09-01,1632.969970703125
2013-09-08,1655.1700439453125
2013-09-15,1687.989990234375
2013-09-22,1709.9100341796875
2013-09-29,1691.75
2013-10-06,1690.5
2013-10-13,1703.199951171875
2013-10-20,1744.5
2013-10-27,1759.77001953125
2013-11-03,1761.6400146484375
2013-11-10,1770.6099853515625
2013-11-17,1798.1800537109375
2013-11-24,1804.760009765625
2013-12-01,1805.81005859375
2013-12-08,1805.0899658203125
2013-12-15,1775.3199462890625
2013-12-22,1818.3199462890625
2013-12-29,1841.4000244140625
2014-01-05,1831.3699951171875
2014-01-12,1842.3699951171875
2014-01-19,1838.699951171875
2014-01-26,1790.2900390625
2014-02-02,1782.5899658203125
2014-02-09,1797.02001953125
2014-02-16,1838.6300048828125
2014-02-23,1836.25
2014-03-02,1859.449951171875
2014-03-09,1878.0400390625
2014-03-16,1841.1300048828125
2014-03-23,1866.52001953125
2014-03-30,1857.6199951171875
2014-04-06,1865.0899658203125
2014-04-13,1815.68994140625
2014-04-20,1864.8499755859375
2014-04-27,1863.4000244140625
2014-05-04,1881.1400146484375
2014-05-11,1878.47998046875
2014-05-18,1877.8599853515625
2014-05-25,1900.530029296875
2014-06-01,1923.5699462890625
2014-06-08,1949.43994140625
2014-06-15,1936.1600341796875
2014-06-22,1962.8699951171875
2014-06-29,1960.9599609375
2014-07-06,1985.43994140625
2014-07-13,1967.5699462890625
2014-07-20,1978.219970703125
2014-07-27,1978.3399658203125
2014-08-03,1925.1500244140625
2014-08-10,1931.5899658203125
2014-08-17,1955.06005859375
2014-08-24,1988.4000244140625
2014-08-31,2003.3699951171875
2014-09-07,2007.7099609375
2014-09-14,1985.5400390625
2014-09-21,2010.4000244140625
2014-09-28,1982.8499755859375
2014-10-05,1967.9000244140625
2014-10-12,1906.1300048828125
2014-10-19,1886.760009765625
2014-10-26,1964.5799560546875
2014-11-02,2018.050048828125
2014-11-09,2031.9200439453125
2014-11-16,2039.8199462890625
2014-11-23,2063.5
2014-11-30,2067.56005859375
2014-12-07,2075.3701171875
2014-12-14,2002.3299560546875
2014-12-21,2070.64990234375
2014-12-28,2088.77001953125
2015-01-04,2058.199951171875
2015-01-11,2044.81005859375
2015-01-18,2019.4200439453125
2015-01-25,2051.820068359375
2015-02-01,1994.989990234375
2015-02-08,2055.469970703125
2015-02-15,2096.989990234375
2015-02-22,2110.300048828125
2015-03-01,2104.5
2015-03-08,2071.260009765625
2015-03-15,2053.39990234375
2015-03-22,2108.10009765625
2015-03-29,2061.02001953125
2015-04-05,2066.9599609375
2015-04-12,2102.06005859375
2015-04-19,2081.179931640625
2015-04-26,2117.68994140625
2015-05-03,2108.2900390625
2015-05-10,2116.10009765625
2015-05-17,2122.72998046875
2015-05-24,2126.06005859375
2015-05-31,2107.389892578125
2015-06-07,2092.830078125
2015-06-14,2094.110107421875
2015-06-21,2109.989990234375
2015-06-28,2101.489990234375
2015-07-05,2076.780029296875
2015-07-12,2076.6201171875
2015-07-19,2126.639892578125
2015-07-26,2079.64990234375
2015-08-02,2103.840087890625
2015-08-09,2077.570068359375
2015-08-16,2091.5400390625
2015-08-23,1970.8900146484375
2015-08-30,1988.8699951171875
2015-09-06,1921.219970703125
2015-09-13,1961.050048828125
2015-09-20,1958.030029296875
2015-09-27,1931.3399658203125
2015-10-04,1951.3599853515625
2015-10-11,2014.8900146484375
2015-10-18,2033.1099853515625
2015-10-25,2075.14990234375
2015-11-01,2079.360107421875
2015-11-08,2099.199951171875
2015-11-15,2023.0400390625
2015-11-22,2089.169921875
2015-11-29,2090.110107421875
2015-12-06,2091.68994140625
2015-12-13,2012.3699951171875
2015-12-20,2005.550048828125
2015-12-27,2060.989990234375
2016-01-03,2043.93994140625
2016-01-10,1922.030029296875
2016-01-17,1880.3299560546875
2016-01-24,1906.9000244140625
2016-01-31,1940.239990234375
2016-02-07,1880.050048828125
2016-02-14,1864.780029296875
2016-02-21,1917.780029296875
2016-02-28,1948.050048828125
2016-03-06,1999.989990234375
2016-03-13,2022.18994140625
2016-03-20,2049.580078125
2016-03-27,2035.93994140625
2016-04-03,2072.780029296875
2016-04-10,2047.5999755859375
2016-04-17,2080.72998046875
2016-04-24,2091.580078125
2016-05-01,2065.300048828125
2016-05-08,2057.139892578125
2016-05-15,2046.6099853515625
2016-05-22,2052.320068359375
2016-05-29,2099.06005859375
2016-06-05,2099.1298828125
2016-06-12,2096.070068359375
2016-06-19,2071.219970703125
2016-06-26,2037.4100341796875
2016-07-03,2102.949951171875
2016-07-10,2129.89990234375
2016-07-17,2161.739990234375
2016-07-24,2175.030029296875
2016-07-31,2173.60009765625
2016-08-07,2182.8701171875
2016-08-14,2184.050048828125
2016-08-21,2183.8701171875
2016-08-28,2169.0400390625
2016-09-04,2179.97998046875
2016-09-11,2127.81005859375
2016-09-18,2139.159912109375
2016-09-25,2164.68994140625
2016-10-02,2168.27001953125
2016-10-09,2153.739990234375
2016-10-16,2132.97998046875
2016-10-23,2141.159912109375
2016-10-30,2126.409912109375
2016-11-06,2085.179931640625
2016-11-13,2164.449951171875
2016-11-20,2181.89990234375
2016-11-27,2213.35009765625
2016-12-04,2191.949951171875
2016-12-11,2259.530029296875
2016-12-18,2258.070068359375
2016-12-25,2263.7900390625
2017-01-01,2238.830078125
2017-01-08,2276.97998046875
2017-01-15,2274.639892578125
2017-01-22,2271.31005859375
2017-01-29,2294.68994140625
2017-02-05,2297.419921875
2017-02-12,2316.10009765625
2017-02-19,2351.159912109375
2017-02-26,2367.340087890625
2017-03-05,2383.1201171875
2017-03-12,2372.60009765625
2017-03-19,2378.25
2017-03-26,2343.97998046875
2017-04-02,2362.719970703125
2017-04-09,2355.5400390625
2017-04-16,2328.949951171875
2017-04-23,2348.68994140625
2017-04-30,2384.199951171875
2017-05-07,2399.2900390625
2017-05-14,2390.89990234375
2017-05-21,2381.72998046875
2017-05-28,2415.820068359375
2017-06-04,2439.070068359375
2017-06-11,2431.77001953125
2017-06-18,2433.14990234375
2017-06-25,2438.300048828125
2017-07-02,2423.409912109375
2017-07-09,2425.179931640625
2017-07-16,2459.27001953125
2017-07-23,2472.5400390625
2017-07-30,2472.10009765625
2017-08-06,2476.830078125
2017-08-13,2441.320068359375
2017-08-20,2425.550048828125
2017-08-27,2443.050048828125
2017-09-03,2476.550048828125
2017-09-10,2461.429931640625
2017-09-17,2500.22998046875
2017-09-24,2502.219970703125
2017-10-01,2519.360107421875
2017-10-08,2549.330078125
2017-10-15,2553.169921875
2017-10-22,2575.2099609375
2017-10-29,2581.070068359375
2017-11-05,2587.840087890625
2017-11-12,2582.300048828125
2017-11-19,2578.85009765625
2017-11-26,2602.419921875
2017-12-03,2642.219970703125
2017-12-10,2651.5
2017-12-17,2675.81005859375
2017-12-24,2683.340087890625
2017-12-31,2673.610107421875
2018-01-07,2743.14990234375
2018-01-14,2786.239990234375
2018-01-21,2810.300048828125
2018-01-28,2872.8701171875
2018-02-04,2762.1298828125
2018-02-11,2619.550048828125
2018-02-18,2732.219970703125
2018-02-25,2747.300048828125
2018-03-04,2691.25
2018-03-11,2786.570068359375
2018-03-18,2752.010009765625
2018-03-25,2588.260009765625
2018-04-01,2640.8701171875
2018-04-08,2604.469970703125
2018-04-15,2656.300048828125
2018-04-22,2670.139892578125
2018-04-29,2669.909912109375
2018-05-06,2663.419921875
2018-05-13,2727.719970703125
2018-05-20,2712.969970703125
2018-05-27,2721.330078125
2018-06-03,2734.6201171875
2018-06-10,2779.030029296875
2018-06-17,2779.659912109375
2018-06-24,2754.8798828125
2018-07-01,2718.3701171875
2018-07-08,2759.820068359375
2018-07-15,2801.31005859375
2018-07-22,2801.830078125
2018-07-29,2818.820068359375
2018-08-05,2840.35009765625
2018-08-12,2833.280029296875
2018-08-19,2850.1298828125
2018-08-26,2874.68994140625
2018-09-02,2901.52001953125
2018-09-09,2871.679931640625
2018-09-16,2904.97998046875
2018-09-23,2929.669921875
2018-09-30,2913.97998046875
2018-10-07,2885.570068359375
2018-10-14,2767.1298828125
2018-10-21,2767.780029296875
2018-10-28,2658.68994140625
2018-11-04,2723.06005859375
2018-11-11,2781.010009765625
2018-11-18,2736.27001953125
2018-11-25,2632.56005859375
2018-12-02,2760.169921875
2018-12-09,2633.080078125
2018-12-16,2599.949951171875
2018-12-23,2416.6201171875
2018-12-30,2485.739990234375
2019-01-06,2531.93994140625
2019-01-13,2596.260009765625
2019-01-20,2670.7099609375
2019-01-27,2664.760009765625
2019-02-03,2706.530029296875
2019-02-10,2707.8798828125
2019-02-17,2775.60009765625
2019-02-24,2792.669921875
2019-03-03,2803.68994140625
2019-03-10,2743.070068359375
2019-03-17,2822.47998046875
2019-03-24,2800.7099609375
2019-03-31,2834.39990234375
2019-04-07,2892.739990234375
2019-04-14,2907.409912109375
2019-04-21,2905.030029296875
2019-04-28,2939.8798828125
2019-05-05,2945.639892578125
2019-05-12,2881.39990234375
2019-05-19,2859.530029296875
2019-05-26,2826.06005859375
2019-06-02,2752.06005859375
2019-06-09,2873.340087890625
2019-06-16,2886.97998046875
2019-06-23,2950.4599609375
2019-06-30,2941.760009765625
2019-07-07,2990.409912109375
2019-07-14,3013.77001953125
2019-07-21,2976.610107421875
2019-07-28,3025.860107421875
2019-08-04,2932.050048828125
2019-08-11,2918.64990234375
2019-08-18,2888.679931640625
2019-08-25,2847.110107421875
2019-09-01,2926.4599609375
2019-09-08,2978.7099609375
2019-09-15,3007.389892578125
2019-09-22,2992.070068359375
2019-09-29,2961.7900390625
2019-10-06,2952.010009765625
2019-10-13,2970.27001953125
2019-10-20,2986.199951171875
2019-10-27,3022.550048828125
2019-11-03,3066.909912109375
2019-11-10,3093.080078125
2019-11-17,3120.4599609375
2019-11-24,3110.2900390625
2019-12-01,3140.97998046875
2019-12-08,3145.909912109375
2019-12-15,3168.800048828125
2019-12-22,3221.219970703125
2019-12-29,3240.02001953125
2020-01-05,3234.85009765625
2020-01-12,3265.35009765625
2020-01-19,3329.6201171875
2020-01-26,3295.469970703125
2020-02-02,3225.52001953125
2020-02-09,3327.7099609375
2020-02-16,3380.159912109375
2020-02-23,3337.75
2020-03-01,2954.219970703125
2020-03-08,2972.3701171875
2020-03-15,2711.02001953125
2020-03-22,2304.919921875
2020-03-29,2541.469970703125
2020-04-05,2488.64990234375
2020-04-12,2789.820068359375
2020-04-19,2874.56005859375
2020-04-26,2836.739990234375
2020-05-03,2830.7099609375
2020-05-10,2929.800048828125
2020-05-17,2863.699951171875
2020-05-24,2955.449951171875
2020-05-31,3044.31005859375
2020-06-07,3193.929931640625
2020-06-14,3041.31005859375
2020-06-21,3097.739990234375
2020-06-28,3009.050048828125
2020-07-05,3130.010009765625
2020-07-12,3185.0400390625
2020-07-19,3224.72998046875
2020-07-26,3215.6298828125
2020-08-02,3271.1201171875
2020-08-09,3351.280029296875
2020-08-16,3372.85009765625
2020-08-23,3397.159912109375
2020-08-30,3508.010009765625
2020-09-06,3426.9599609375
2020-09-13,3340.969970703125
2020-09-20,3319.469970703125
2020-09-27,3298.4599609375
2020-10-04,3348.419921875
2020-10-11,3477.139892578125
2020-10-18,3483.81005859375
2020-10-25,3465.389892578125
2020-11-01,3269.9599609375
2020-11-08,3509.43994140625
2020-11-15,3585.14990234375
2020-11-22,3557.5400390625
2020-11-29,3638.35009765625
2020-12-06,3699.1201171875
2020-12-13,3663.4599609375
2020-12-20,3709.409912109375
2020-12-27,3703.06005859375
2021-01-03,3756.070068359375
2021-01-10,3824.679931640625
2021-01-17,3768.25
2021-01-24,3841.469970703125
2021-01-31,3714.239990234375
2021-02-07,3886.830078125
2021-02-14,3934.830078125
2021-02-21,3906.7099609375
2021-02-28,3811.14990234375
2021-03-07,3841.93994140625
2021-03-14,3943.340087890625
2021-03-21,3913.10009765625
2021-03-28,3974.5400390625
2021-04-04,4019.8701171875
2021-04-11,4128.7998046875
2021-04-18,4185.47021484375
2021-04-25,4180.169921875
2021-05-02,4181.169921875
2021-05-09,4232.60009765625
2021-05-16,4173.85009765625
2021-05-23,4155.85986328125
2021-05-30,4204.10986328125
2021-06-06,4229.89013671875
2021-06-13,4247.43994140625
2021-06-20,4166.4501953125
2021-06-27,4280.7001953125
2021-07-04,4352.33984375
2021-07-11,4369.5498046875
2021-07-18,4327.16015625
2021-07-25,4411.7900390625
2021-08-01,4395.259765625
2021-08-08,4436.52001953125
2021-08-15,4468.0
2021-08-22,4441.669921875
